Puan,Yorum
"4,0","bu seride melez prens gibi kitaba bğlı kalınmamış.Filmde olaylar hızlı ve kitaptan farklı bir şekilde oluşuyor.Örneğin düğünde harrynin yüz şekli değişmişti,harry malfoyların evine getirildiğinde kılıcı cin cüceye gerçek olup olmadığı soruluyordu aslında daha böyle sayılacak çok olay vzar.Ayrıca 1.bölümde kitabın yarısından fazlası hızlı bir şekilde gösterildi.Bakalım 2.bölüm  nasıl olacak.Temmuz 2011 de göreceğiz."
"5,0","Filmi haftasonu Ankara Imax de izleme şansım oldu. Titiz okur kitlesinden biri olarak ilk defa bir Harry Potter filmi bu kadar beğenimi kazandı, bence kesinlikle serinin en iyisi, hem kitabın perdeye aktarımı açısından hem de sinema kalitesi açısından son derece başarılıydı. 3D olmasını dilerdim ama buna rağmen Imax salonunu doldurmayı başaran bir film, pişman olmayacaksınız.."
"4,0",Bütün serileri güzeldi ama bu seferki üç boyutlu olcağı için kesinlikle sinemada izlemeliyiz diye düşünüyorum. Kitap özetini okudum özete bile hayran kaldım kasım ayını sabırsızlkla bekliyorum :)
"5,0",Beklentilerimi karşıladı diyebilirim.Savaş sahneleri o kadar olmasa da komedi olsun dram olsun hepsini yeteri kadar kullanmışlar.İki bölüm olması kötü oldu ancak maliyet tarafından düşünmezsek bu son film ve kitapta ki herşeyin olması için de böyle birşey yapılmış olabilir diye düşünüyorum.Ben gittim çok beğendim.
"1,0","Bomboş bir filmdi,çıktığımda tek düşündüğüm filmin bıraktığı sıkıntıyla hayatımdan iki saatin çalındığıydı."
"5,0",İnanılmaz bir seriydi. Film de dediği gibi bi fenomen ve bi nesli etkisi altına aldı. Son filmin harika olacağından eminim. Seneler sonra da aynı tadı verecek bir seri. Son iki film olması biraz burukluk yaratsa da heyecanla bekliyorum.
"4,0","Fragmana bakılırsa, kitaba göre bi kaç ufak tefek değişikliğe rağmen çok güzel bi film olacağa benziyo. İnşallah diğerleri gibi hayal kırıklığı olmaz. Hele 6. filmde dumbledore un ölüm sahnesinde çok sinirlenmiştim. Neyse bu film güzel olsun bari finali unutulmasın en azından."
"5,0",Ya simdi fragmanlarda afislerde falan hep 3D diye geciyor emin misiniz 3D omadgına?
"4,5",Filim başarılı olmuş. Hatta diğer hpnin diğer filmlerinden daha başarılı buldum. Bazı arkadaşlar sakın gitmeyin berbat hayal kırıklığı yaşadım tarzında yorumlar yapmış aldırmayın sinemada izlenecek bir film....
"4,0",filme 20 gün kaldı gerçek den çok güzel film olcak voldemortla son savaş burada başlıyor 17 kasım çok az kaldı
"5,0",harry potter serisinin tüm filmleri mükemmel adım gibi biliyorum ki bu filmde harika olacak
"5,0",Kitabını okumuştum kitaptaki biçok olayı koymamışlar ama çok iyi bağlamışlar olay döngüsünü herkesin gitmesini tavsiye ediyorum. kesinlikle verdiğim paraya deydi :DD
"5,0",tüm potter filmlerini sevmiş ve başarılı bulmuş biri olarak en tatmin edici film olduğunu söylemeliyim.şimdilik kitaba en yakın film olmuş gibi görünüyor...
"5,0",yeni filmler çıkarsınlar bence.süper olmuş.
"5,0",harika olmus 6 bolumunden ıyı gozukuyor
"5,0",muhteşem bi film herkesin gitmesini şiddetle tavsiye ediyorum
"4,5","filmin ilk bölümünün ikinci bölüme bir hazırlık şeklinde olduğu aşikar olmasıyla birlikte yine de izlemesi çok keyifli. Olayların tam kopmaya başladığı yerde bitiyor ki, eve gelip kitabı tekrar okumak istiyorsunuz acaba ne olmuştu diye? Bunun dışında diğer filmlerden farklı olarak sonunda karakterlerin psikolojisi, duyguları, tepkileri hakkında bir şeyler görebildik ve diğer filmlerdeki gibi bir aceleye getirilmiş hissi vermiyor ki bence serinin en başarılı filmi kılabilir bu özellik."
"1,0",Bir Harry Potter Fanı Olarak Filmi Hiç Beğenmedim. Kitapta Anlatılanın Aksine Çok Yerler Var ve Bazı Anlatımlar Eksik Hatta Hatalı Olmuş. Büyük Harry Potter Fanlarının Tahmin Edebileceği Üzere Film Bizler İçin Tam Bİr Hayalkırıklığı. Ancak Objektif bakmak gerekirse efekleri gerçekten on numaraydı. Diğer filmler arasında en iyisi bu diyebilirim.
"5,0",Yine Hak ettiği yerdee yine güzeldi yine zevk aldımm ama son serilerdeyiz artık üzülüorum bir yandan
"4,5",Filmi bulamıyorum nereden izlicem . Bu konuda bana yardımcı olursanız sevinirim . Ben çok aradım lakin filmi bulamadım
"0,5",amına kodum filmi açmayacaksan neden yazıyonfsusbuaosırbthawoptapoısvjrpıajpıajpıasjas jbiajsbğaıpsrphtkpo6kpüoeıpaopsejypirjnrsjhposrijhprs
"0,5",Filmi neden izleyemiyorum????? sadece fragman gözüküyor lütfen buna bir çözüm bulun hiç memnun değilim bu durumdan
"5,0","Son kitap harikaydı,umarım filmi de öle olur ;)"
"5,0","Arkadaşlar film 3D olmayacak. evet ilk başta öyle denilmişti ama vazgeçildi. nedeni ise filmin tamamen herşeyiyle bittiği tarih ile gösterime gireceği tarih arasındaki zamanın, filmin tamamını 3Dye çevirmek için çok kısa olması. Umarım açıklayıcı olmuştur."
"5,0",carsamba gunu vızyona gırıyo hemen gıtmek ıstıyorum cok ıyı olucaga benzıyor
"5,0",beyazperde ile nerede ise ilk açıldığından beri beraberim...tüm fragmanlar vs izlerim sinema alon numaralarını alır yerimi ayırtırım haftada en az 5 kere ziyaret ederim..kayıt olmadım hiç yorum da yapmadım ama HP serisi için kendimi tutamadım:)netten dün sabah ilk 36 dk sı yayınlandı dayanamadım indirdim 6-7 kere izledim...:)2 yıl çok büyük ara olmuştu sonuçta umarım bugun vizyona girdi ve sabah dan gidip izleyecem:)
"5,0","Şu an a kadar izlediğim Harry Potter serilerinden en gzl 2.si.Ateş kadehinden sonra gelen en güzel film.Ben bu kadar ı nı beklemiyordum açıkçası.Kamera pozisyonları olsun,effectler olsun mükkemmel olmus.Part 2 yi sabırsızlıkla deil Harry Potter açlığıyla bekliorum :)"
"4,5",ben filmi çok beğendim. kitabı çok güzel yansıtmıştı. okuduğum her sayfayı görür gibi oldum ekranda. bence çok başarılıydı.ama filmi kestikleri yer bana da garip geldi. yani sonunda şaşırdım aa burda mı kesmişler ya dedim. yinede harry potter ı sevenler mutlaka izlemeli
"0,5",Burdan beyaz perdeye sesleniyorum filmi izleyemiyorum sırf bu yüzden burdayım lütfen yardım edin..........................................
"4,5",film yerine fragmanı açılıyor çok sıkıldım ne yapacağımı bilmiyorum çok sıkıldım hem de o kadar sıkıldım ki
"5,0",muhteşem bi film herkesin gitmesini şiddetle tavsiye ediyorum
"4,5","filmin ilk bölümünün ikinci bölüme bir hazırlık şeklinde olduğu aşikar olmasıyla birlikte yine de izlemesi çok keyifli. Olayların tam kopmaya başladığı yerde bitiyor ki, eve gelip kitabı tekrar okumak istiyorsunuz acaba ne olmuştu diye? Bunun dışında diğer filmlerden farklı olarak sonunda karakterlerin psikolojisi, duyguları, tepkileri hakkında bir şeyler görebildik ve diğer filmlerdeki gibi bir aceleye getirilmiş hissi vermiyor ki bence serinin en başarılı filmi kılabilir bu özellik."
"1,0",Bir Harry Potter Fanı Olarak Filmi Hiç Beğenmedim. Kitapta Anlatılanın Aksine Çok Yerler Var ve Bazı Anlatımlar Eksik Hatta Hatalı Olmuş. Büyük Harry Potter Fanlarının Tahmin Edebileceği Üzere Film Bizler İçin Tam Bİr Hayalkırıklığı. Ancak Objektif bakmak gerekirse efekleri gerçekten on numaraydı. Diğer filmler arasında en iyisi bu diyebilirim.
"5,0",Yine Hak ettiği yerdee yine güzeldi yine zevk aldımm ama son serilerdeyiz artık üzülüorum bir yandan
"4,5",Filmi bulamıyorum nereden izlicem . Bu konuda bana yardımcı olursanız sevinirim . Ben çok aradım lakin filmi bulamadım
"0,5",amına kodum filmi açmayacaksan neden yazıyonfsusbuaosırbthawoptapoısvjrpıajpıajpıasjas jbiajsbğaıpsrphtkpo6kpüoeıpaopsejypirjnrsjhposrijhprs
"0,5",Filmi neden izleyemiyorum????? sadece fragman gözüküyor lütfen buna bir çözüm bulun hiç memnun değilim bu durumdan
"5,0","Son kitap harikaydı,umarım filmi de öle olur ;)"
"5,0","Arkadaşlar film 3D olmayacak. evet ilk başta öyle denilmişti ama vazgeçildi. nedeni ise filmin tamamen herşeyiyle bittiği tarih ile gösterime gireceği tarih arasındaki zamanın, filmin tamamını 3Dye çevirmek için çok kısa olması. Umarım açıklayıcı olmuştur."
"5,0",carsamba gunu vızyona gırıyo hemen gıtmek ıstıyorum cok ıyı olucaga benzıyor
"5,0",beyazperde ile nerede ise ilk açıldığından beri beraberim...tüm fragmanlar vs izlerim sinema alon numaralarını alır yerimi ayırtırım haftada en az 5 kere ziyaret ederim..kayıt olmadım hiç yorum da yapmadım ama HP serisi için kendimi tutamadım:)netten dün sabah ilk 36 dk sı yayınlandı dayanamadım indirdim 6-7 kere izledim...:)2 yıl çok büyük ara olmuştu sonuçta umarım bugun vizyona girdi ve sabah dan gidip izleyecem:)
"5,0","Şu an a kadar izlediğim Harry Potter serilerinden en gzl 2.si.Ateş kadehinden sonra gelen en güzel film.Ben bu kadar ı nı beklemiyordum açıkçası.Kamera pozisyonları olsun,effectler olsun mükkemmel olmus.Part 2 yi sabırsızlıkla deil Harry Potter açlığıyla bekliorum :)"
"4,5",ben filmi çok beğendim. kitabı çok güzel yansıtmıştı. okuduğum her sayfayı görür gibi oldum ekranda. bence çok başarılıydı.ama filmi kestikleri yer bana da garip geldi. yani sonunda şaşırdım aa burda mı kesmişler ya dedim. yinede harry potter ı sevenler mutlaka izlemeli
"0,5",Burdan beyaz perdeye sesleniyorum filmi izleyemiyorum sırf bu yüzden burdayım lütfen yardım edin..........................................
"4,5",film yerine fragmanı açılıyor çok sıkıldım ne yapacağımı bilmiyorum çok sıkıldım hem de o kadar sıkıldım ki
"3,0","Baştan uyarayım yorumum SPOİLER İÇERİR. Filmi bugün seyrettim. Ne kötü diyebilirim ne çok mükemmel arada bir yerde kaldı bende . Ama sonuna kadar kendini izletmeyi başarması nedeniyle 10 üzerinden 7 diyebilirim benim nazarımda. Şimdi filmle ilgili yorumlara geçersem ; 1-) Bir defa filmin ilk perdeye kadar olan hatta ikinci perdenin bir 10-15 dksı dahil gayet ilgi çekiciydi. Bize farklı bir şeyler sunmak istemişler. Ancak bir yerden sonra film bu çizgiden çıkıyor ve çok felsefesi olmayan basit bir hale bürünüyor. 2-) Filmin atmosferi çok fena değil ancak daha önceki Matrix filmlerinde olan  soğuk , ürkütücü hava yok. Tamam yeni nesil Matrix bir şeyler değişiyor ama yine de filmin bizi geren bir tarafı olmalıydı. Karakterler için hiç bir endişe duymadım. Bu da filmin kurgusu içinde nasılsa bir şey olmayacak algısına neden oluyor. 3-) Filmde önemli bir yer verilen Bugs karakterini sevdim ancak filmin başı dahil ajanlar ile bu karakterin rahatlıkla kapışabiliyor olması canımı sıkmadı değil. Abi ajan bunlar . Herkesin elini kolunu sallayıp hadi gel kapışalım diyeceği karakterler değil. Sen kim köpek diyesim geldi. Ajanlar çok az yere sahip ve gerilimden uzak. 4-) Gelelim Morpheus karakterine. Abi o nedir gözünü seveyim. Yahya sevdiğim bir oyuncu ama çok kötü bir senaryo yazılmış ona. Karakterin karizması yerlerde. Rengarenk giyimler , şakalar vs olmamış. Io daki Morpheus heykeli bile daha karizmatik duruyordu. Yahya ya ayıp etmişler resmen. Bu adamı Morpheus yapacağına Morpheus’un oğlu falan yapsan daha mantıklı olurdu belki. 5-) Filmde gördüğüm en önemli eksiklerden biri Io denilen yeni gerçeklikte bir şehir tasvir edilmesine rağmen çok az insan görüyor olmamız. Yani tam anlamıyla binlerce insanın yaşadığı bir şehir izlenimi vermedi. Sanki koca insanlık 15-20 kişiden ibaret gibiydi. 6-) Yeni Matrix’in içinde sanki bir Neo ve Trinity var geri kalan herkes bot , insan değil . Daha önceki Matrix filmlerinde içerisinde yaşayan bir dünya vardı. Burada o dünya bana çok geçmedi. 7-) Gelelim filmin değişim anına. Neo’yu kurtardın . Tek atımlık hakkın vardı bunu Neo’yu kurtarmaya harcadın. Sonra deniyor ki Trinity’yi kurtarmam lazım onu orada bırakamam. Sanki filmin ilk tek amacı önce neo yu kurtarmak sonra Trinty’i kurtarmak . Yani ? Amaç bu kurtaralım da sonrasına bakarız modu var gibi. Makineler insanlar arası savaş son mu buldu ? Barış hali mi var savaş hali mi ? Robotlar neden birbirine girdi ? Bu robotlar dünyanın enerjisini üretebilecek teknoloji ve insana sahipken neden illa Neo ve Trinity bir araya belli bir mesafede durunca oluşan o enerjiye ihtiyaç duyuyor ?  Film asıl odağını kaybedip direk aşk ve kurtarma operasyonuna dönüyor. Aşk kısmını yan senaryo yap ana temada ilerle daha iyi bir sonuç çıkardı ortaya. 8-) Gelelim dövüş sahnelerine. Koreografiler üzerine çok düşünülmemiş. Dövüş esnasında kamera çok yakın çekim yapıyor ve hareketler net olarak anlaşılmıyor. O eski filmlerdeki tat bu anlamda yok. Belliki oyuncularda dövüş yapacak kapasite de değil. Yani bir Keanu var , bir Smith olarak bulunan şahıs . Gerisi hikayeden dövüşüyor uzaktan sabit kamera ile çekim yok, estetik yok , dövüşü tadını çıkarta çıkarta izlettirmek yok. 9-) Neo karakterinin Mermileri durdurma ve güç kalkanı ya da enerji patlaması ile püskürtme hareketini çok kullanmaları da bir yerden sonra çok fazla göze batıyor. Motorun üstünde 50 kere aynı hareket yaptırılmaz ki be kardeşim. Bari eline silah vereydin iki çatışma görseydik. 10-) Binadan atlama sahnesinde oyuncunun belinde halat olduğu bariz anlaşılıyor. Yani halatı görmüyorsunuz tabi ama duruş , o estetik , o doğallık yok. Kameradan silinmiş ama orada bir yerlerde var olan ipi hissediyorsunuz. Bugünün teknolojisiyle bu sahneleri daha doğal daha akışkan çekmek varken nasıl böyle bir hata yapılmış anlaması güç. Matrix ulan bu . 11-) Ajan Smith karakteri nerede bizim hugo abideki karizma nerede buradaki adam. Yani oyuncu iyi oyuncu ama hugo reisin çok gölgesinde kalmış. Ayrıca önce ne amaçla neo ile kavga ettin sonra ne diye yardım ettin. Batman joker felsefesi sanırım. Hani diyor ya Batman : “ Beni neden öldürmek istiyorsun ? “diye. Joker de ona : “ Seni öldürmek mi !? Yo yo hayır .  Sensiz ben ne yaparım. Senle ben birbirimizi tamamlıyoruz. “ Herhalde neo ile ajan Smith de böyle bir ilişki içinde. Şimdilik aklımda olanlar bunlar. Gelelim ben olsam nasıl bir senaryo ile ilerlerdim sorusuna . Bence film şöyle olabilirdi ; Neo ve Trinity Makineler tarafından hayatta tutuluyor ancak Matrix içinde değil. Gerçek dünyada dondurulmuş bir şekilde. Zion da yaşayan insanlar olduğu gibi Başka bir isimde farklı birkaç şehirleşme daha varmış aslında. Buradaki insanlar da Matrix’ten çıkmayı başarmışlar ancak Zion ile aralarında makinaların ana üssü olduğu için bu devasa şehirler bir bağlantı kuramamışlar. Neonun smith ile olan kavgasında açığa çıkan o muhteşem enerji dalgası diğer Matrixlerdeki kodları bozmuştur. Bu sayede kodların izlerini takip eden  diğer  şehirler başka insanların da varlığından haberdar olurlar. Meğer makinalar her insan şehirleşmesinin farkında ve büyük bir birleşme  olmaması adına her şehre ayrı bir Matrix içinde yaşam sunmaktadır. Bu sayede matrixe dönseler bile her şehir kendi Matrix evrenine sahip olduğundan birbirlerine denk gelmiyorlar. Zion halkının kurtarıcısı olan Neo nun namı her yerde duyulur fakat yüzünü diğer şehirlerden kimse bilmemektedir. Zion da ise Morpheus’un ölmüş olması sonucu niobe’den olan oğlu Ki bu rolde Yahya var lirderlik etmektedir. Amacı ise babasına verdiği sözü tutmak.O da kurtarılacak her insanı Matrix’ten çekmek ve  Neo ile Trinity’nin bedenlerini makinalardan geri almaktır. Bu süreçte diğer matrix lerde meydana gelen kodların bozulması sayesinde diğer şehirler birbirleri ile bir şekilde iletişim kurmayı başarırlar.  Şehirler birbirleri ile iletişim kurduklarında acı bir gerçeği farkederler. Yıkılan her Matrix yerine yenisi daha güçlü olarak inşa edilmektedir. Olaylar bir döngü halinde sonlanıp başa dönmektedir.  Makinalar insan beyninin o karmaşık yapısını çözdüklerinden insanların gerçek diye tanımladıkları dünyayı da tasarlamışlar. Yani Matrix sistemini bir yerden sonra kabul etmeyen insanlara kurtuluş ve gerçek kisvesi altında ikinci bir tabaka olan farklı bir matrix verilmiş. Rüya içinde rüya görmek gibi. Bu durumu farkeden şehirler Zion ile irtibat kurarlar ve makinalar ile insanların gerçek savaşı esas şimdi başlar. Ancak önce onları bir defa alt eden Neo ve Trinitye ihtiyaçları vardır. Onları gerçek dünya sandıkları ikinci matrix tabakasından uyandırmaları gerekecektir.
spoiler:"
"0,5","Bu kadar berbat, özüne düşman ve senaryosu olmayan bir devam filmi görmedim. Eski filmlerin anısına izlemeyin. Çok merak ediyorsanız da sinemada izlemeyin para kazandırmayın bu adamlara. Birileri SJW mantelitesi arkasına saklanıp kötü film yaparak filmlerini iyi gibi göstermesine, gişe yapmalarına izin vermeyelim artık. Berbat bir film arkadaşlar."
"3,5","Senaryosunu, David Mitchell ve Aleksandar Hemon ile birlikte yazan Lana Wachowski'nin yönetmen koltuğunda oturduğu “The Matrix Resurrections”, ""neo - noir"" tarzda kurgulanan serinin dördüncü filmi olarak geliyor karşımıza...Farkındaysanız yorumumuzun biraz uzun tuttuğumuz yukarıdaki giriş cümlesinde, ilk üçünün ""devamı"" kelimesini bilinçli olarak kullanmadık...Gelin isterseniz, 160 milyon dolarlık bir bütçe ile çekilen ve serinin ilk üç filmi ""The Matrix"" (1999), ""The Matrix Reloaded"" (2003) ve ""The Matrix Revolutions""ı (2003) izlememiş olanların da, gönül rahatlığı ile seyrederek kolaylıkla anlayabilecekleri; görsel efekt ve yeşil perde teknolojileri ile tehlikeli aksiyon sahnelerindeki, aynen Keanu Reeves'i Almanya'da doğarak Berlin'de büyümüş olan Can Aydın'ın canlandırdığı örnek de olduğu gibi dublör oyuncuların performanslarının başarıyla kullanıldığı bu filme biraz daha yakından bakalım...Zaten ilk film vizyona girdiğinde doğanların bugün 22, diğer ikisinin vizyona girdiğinde dünyaya gelenlerin de 18 yaşında oldukları ve sözünü ettiğimiz bu kitlenin, aslında genç oyuncularla güçlendirilmiş bir kadroya da sahip olan bu yeni nesil ""Matrix"" filminin potansiyel müşterileri arasında yer alacağı düşünüldüğünde, başka türde bir senaryo ile ortaya çıkılması da beklenilemezdi...O yüzden de, ""takılmayın"" diyoruz, yoktan var ederek ürettiği ""hayali"" paraya dönüştürmeyi hedef edinen sinemanın, özellikle de Hollywood'un temel sistematiğini çözememiş olan bir grubun oluşturduğu:""Neden Morpheus rolünde yine Laurence Fishburne, Smith rolünde de Hugo Weaving oynatılmadı yahut da bu seri, sanki dört yıl boyunca peş peşe yayınlanan bir TV dizisiymişçesine 'The Matrix Revolutions'ın kaldığı yerden birebir devam edilmedi?"" diyenlere...Hazırsanız başlıyoruz...Bugs (Jessica Henwick) ve Sequoia (Toby Onwumere) arasındaki konuşmalardan Trinity'e (Carrie-Anne Moss), Teğmenin (Ian Pirie) adamlarınca bir polis baskını düzenleneceğini öğreniriz...Ama Ajan Smith'in de (Yahya Abdul-Mateen II) ifade ettiği biçimde başarısız olunmuş ve baskına katılan polislerin tamamı Trinity tarafından bertaraf edilerek öldürülmüş ve bu olayı Bugs ile Sequoia'da, bütün çıplaklığı ile saniyesi saniyesine izlemişlerdir...Derken çok geçmez...Bugs ve Sequoia'la da, ""modal"" olarak tanımlanan ve programları geliştirmek için kullanılan bir simülasyonun içinde Trinity ile beraber Ajan Smith ve ekipteki diğerlerinin tuzağına düştüklerini fark ederler...Fakat o da nesi?Tam yakalandı derken, bizzat kendi ifadesiyle adı Bugs Bunny'i anımsatan Bugs'ı Ajan Smith yani Morpheus, kolundan tutup diğer ajanlardan gizlenilen bir odaya sokarak kurtarmasın...Ve...Üstelik de orası, öldü zannedilen Thomas Anderson yahut da nam-ı diğer Neo'nun (Keanu Reeves) apartman dairesi olmasın mı...Şimdi yapacakları şey ise, o modaldan çıkarak Ajan White (Amadei Weiland) ve Ajan Jones (Stephen Dunlevy) gibilerinden hızlıca kaçmaktır...Neyse...Gerçek hayatta ve oyundaki ufak bir arıza sonrasında soluklanmak amacıyla bir kafeye giden Thomas Anderson ve Deus Machina oyun şirketinin çalışanlarından Jude Gallagher'a (Andrew Lewis Caldwell) kulak misafiri olurken aynı kafeye Chad'in (Chad Stahelski) karısı ve Brandon (Julian Grey) ile Donny'nin de (Gaige Chaturantabut) anneleri olan Tiffany'de (Carrie-Anne Moss) gelmesin ve Jude, Thomas ile Tiffany'i tanıştırmaya yeltenmesin mi...Doğal olarak yarım kalır o gayrı ihtiyari girişim...Ofise döndüklerinde de Thomas'ı ortağı Smith (Jonathan Groff), Bobbi (Leo Sheng) aracılığıyla odasına çağırtır...Zira Warner Bros. Pictures onlardan, Matrix'in dördüncü hikayesini istemektedir...Yoksa aralarındaki sözleşmeyi fesih edecektir...Smith'i dinlerken sinir krizi geçirerek fenalaşan Thomas, an itibarıyla terapisti Analist'in (Neil Patrick Harris) muayenehanesindedir...Çünkü Thomas, Matrix'e ek bir hikaye yazmamak hususunda kendi kendine söz verdiği gibi bu düşüncesini, Smith dahil herkes ile de paylaşmıştır...Oyunla ilgili olarak zihninde bir takım gelgitler yaşayan Thomas, aynı kafe de kendisini ve eseri Matrix'i Google'da araştırmış olan Tiffany'e bir kez daha rastlayıp birer kahve içince biraz rahatlar rahatlamasına da, çalan alarmlar sonrasında Deus Machina şirketinin binası FBI ve polis eşliğinde boşaltılırken, Thomas'ın telefonuna bilinmeyen bir numaradan, ""Merhaba Neo"" yazan bir mesaj gelir...Bunu yakın çalışma arkadaşı Jude'un bir şakası zannederek tuvalete hışımla dalan Thomas karşısında, Morpheus'u bulur...Bulur bulmaz da, kendisine yönelik yoğun dozajdaki bir silahlı saldırıya maruz kalır...Bu hengameye, içten içe öfke duyduğu ortağı Smith'de elindeki silahla katılınca Thomas için Matrix 4, kendiliğinden başlamış olur...Böylelikle de hayaller ile gerçekleri birbirinden ayırmakta iyice zorlanan Thomas kendini, kedi Deja Vu'nun da bulunduğu ofisin de Analist'i yeniden ziyaret etmek mecburiyetinde hisseder...Ancak telefonuna, Morpheus tarafından gönderildiğini söylediği mesajlar silindiğinden onları Analist'e gösteremez...Bu durumda ""mevcut tabloyu"" kısaca özetleyerek olursak, şirket binasının FBI ve polis eşliğinde boşaltılması bölümü dahil yaşananların hiçbirisi gerçek değil midir?Bunun böyle olup olmadığını bizzat kendisi de anlamak isteyen Thomas, şirket binasının çatısından atlamaya karar verir...Sonuçta ya uçacak ya da Bugs son an da gelerek tutup çekmese yere çakılarak ölecektir...Peki aslında olup biten nedir?""Spoiler"" vermemek için burada kestik...Dakika 47...Geride sizleri, Thomas'ın aklındaki tüm tereddütler ile bizlerin de zihinlerimizdeki soruların tamamı yanıtlanırken; Neo - Trinity aşkının da gündemin ön sıralarına oturtulacağı 101 dakikalık bir bölüm daha bekliyor olacak...Keyifli seyirler,"
